pfn,nr_pages,lru_type,memory_type,timestamp
0x223d0,1,0,file,4296504124
0x12637,1,0,file,4296504124
0x10904,1,0,file,4296504124
0x117857,1,0,file,4296504124
0x117897,1,0,file,4296504124
0x824ac,1,0,file,4296504124
0x81150,1,0,file,4296504124
0x85964,1,0,file,4296504124
0x5e88c,1,0,file,4296504124
0x813f8,1,0,file,4296504124
0x81134,1,0,file,4296504124
0x83b3c,1,0,file,4296504124
0x84b28,1,0,file,4296504124
0x811f0,1,0,file,4296504124
0x84630,1,0,file,4296504124
0x84180,1,0,file,4296504124
0x9afa8,1,0,file,4296504124
0x826e8,1,0,file,4296504124
0x81690,1,0,file,4296504124
0x83ba8,1,0,file,4296504124
0x82240,1,0,file,4296504124
0x15a48,1,0,file,4296504124
0x11978,1,0,file,4296504124
0x82848,1,0,file,4296504124
0x5b8f8,1,0,file,4296504124
0x84270,1,0,file,4296504124
0x81d50,1,0,file,4296504124
0x81a18,1,0,file,4296504124
0x83310,1,0,file,4296504124
0x81be8,1,0,file,4296504124
0x79c60,1,0,file,4296504124
0x81d70,1,0,file,4296504124
0x821e0,1,0,file,4296504124
0x82380,1,0,file,4296504124
0x83a68,1,0,file,4296504124
0x81f60,1,0,file,4296504124
0x84e08,1,0,file,4296504124
0x82900,1,0,file,4296504124
0x830e8,1,0,file,4296504124
0x848e0,1,0,file,4296504124
0x843c8,1,0,file,4296504124
0x814a8,1,0,file,4296504124
0x812d0,1,0,file,4296504124
0x82458,1,0,file,4296504124
0xc08e8,1,0,file,4296504124
0xaaba8,1,0,file,4296504137
0x84298,1,0,file,4296504137
0x83368,1,0,file,4296504137
0x84268,1,0,file,4296504137
0x81e48,1,0,file,4296504139
0x816b8,1,0,file,4296504140
0x86518,1,0,file,4296504140
0x85448,1,0,file,4296504140
0x82308,1,0,file,4296504144
0x84f08,1,0,file,4296504151
0x822b8,1,0,file,4296504151
0x811c8,1,0,file,4296504151
0x82cd8,1,0,file,4296504151
0x81598,1,0,file,4296504151
0x826c8,1,0,file,4296504151
0x82278,1,0,file,4296504151
0x81388,1,0,file,4296504151
0x85998,1,0,file,4296504151
0x811e8,1,0,file,4296504151
0x82068,1,0,file,4296504151
0x83ac8,1,0,file,4296504151
0x84f28,1,0,file,4296504151
0x81e78,1,0,file,4296504151
0x83c68,1,0,file,4296504151
0x81318,1,0,file,4296504151
0x9bf68,1,0,file,4296504151
0x827c8,1,0,file,4296504151
0x82098,1,0,file,4296504151
0x832d8,1,0,file,4296504151
0x843d8,1,0,file,4296504151
0x82678,1,0,file,4296504151
0x83fc8,1,0,file,4296504151
0x79ca8,1,0,file,4296504151
0xc08f8,1,0,file,4296504151
0x82768,1,0,file,4296504151
0x83a08,1,0,file,4296504151
0x86928,1,0,file,4296504151
0x825a8,1,0,file,4296504151
0x82828,1,0,file,4296504151
0x82be8,1,0,file,4296504151
0x83038,1,0,file,4296504151
0x818c8,1,0,file,4296504151
0xad9d8,1,0,file,4296504151
0x83c38,1,0,file,4296504151
0x83a58,1,0,file,4296504151
0x83258,1,0,file,4296504151
0x557d,1,0,file,4296504151
0x488b,1,0,file,4296504151
0x41050,1,0,file,4296504151
0x3310c,1,0,file,4296504151
